,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,last_flag,attack_class,protocol_type_tcp,protocol_type_udp,service_X11,service_Z39_50,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_hostnames,service_http,service_http_443,service_http_8001,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,attack_buffer_overflow,attack_ftp_write,attack_guess_passwd,attack_imap,attack_ipsweep,attack_multihop,attack_neptune,attack_nmap,attack_normal,attack_phf,attack_pod,attack_portsweep,attack_rootkit,attack_satan,attack_smurf,attack_teardrop,attack_warezclient,attack_warezmaster
service_klogin,-0.008863459282187222,-0.010259319161653416,-0.022164001345830717,,,,-0.008645304434794455,,-0.05019145754200608,-0.00647708528443002,,,,,,,,,,0.011663829383034252,-0.014337514948794745,0.06944254797375851,0.06979181459475263,0.0174785974628703,0.016905269150280646,-0.06332303403611231,0.0049034523422921495,-0.023105346835436205,0.04522462325617431,-0.05803804554328045,-0.06553509606312714,-0.0013828767338699758,-0.025877860684719062,-0.019729961543531942,0.06981921056273456,0.07048657693780226,0.018384388458814873,0.017441990419649864,-0.004173638771500068,0.04224999348485853,0.029352924529180393,-0.02267733366228006,-0.0019036070133688877,-0.005531383193420797,-0.005188601944506495,-0.004822233316732203,-0.00502274456255572,-0.004062152146444094,-0.003992418458243827,-0.003957098544460215,-0.004027433698960904,-0.0040621521464440985,-0.01702571133081947,-0.00346586875231738,-0.011831192715806096,-0.009882227366788196,-0.003545811649449777,-0.0038492265233495077,-0.007285410287035409,-0.00753668331684061,-0.014818992990730242,-0.004330059247958836,-0.0036624973084094016,-0.04232696206075554,-0.0042646318346896885,-0.0005277363406809043,-0.00455179645198963,-0.004330059247958839,1.0,-0.003384061887857125,-0.0035851231930959936,-0.003921465724083717,-0.0033002524358325233,-0.0038492265233495307,-0.003700585996834651,-0.0037382920743865436,-0.0033840618878570694,-0.003300252435832519,-0.003849226523349543,-0.004297467678616622,-0.0030351301506831136,-0.002177173251747163,-0.011665869161680675,-0.0005277363406809048,-0.0017509369784286554,-0.0026933749460681953,-0.0012929186430521817,-0.028747257531547273,-0.0007463588917370099,-0.0020449500384674075,-0.0015836674249541049,-0.0013965622873583976,-0.015367548916924439,-0.0025875233964501496,-0.0028448303048316044,-0.0028935683000900197,-0.004394531265900849,-0.00330025243583252,-0.008888647022287827,-0.0005277363406809054,-0.004763433147326703,-0.0005277363406809047,-0.004362412018666121,-0.004880341903573845,-0.004394531265900841,-0.0039924184582438614,-0.004613232693720056,0.022274307538960734,-0.006798531351858046,-0.0017509369784286556,-0.0004253006337344739,0.07054830058056985,-0.0037005859968346198,-0.0019036070133688961,-0.0015836674249541096,-0.07471570200522891,-0.002587523396450174,-0.0009141322982745544,-0.0005277363406809057,-0.0011802251315452632,-0.0007463588917370098,-0.01041737362123645,-0.0005277363406809051,0.08534727839368218,-0.006902653004809319,-0.06608788727393179,-0.0007463588917370088,-0.002361732582289359,-0.0017400252810333772,-0.0007463588917370093,-0.010246555952445934,-0.00922541273174817,-0.0053758125785259014,-0.005269626087873539,-0.001180225131545264
service_kshell,-0.007792343362874479,-0.009019518508933618,-0.01948556402436079,,,,-0.0076005514728940396,,-0.04412600613718697,-0.005694353561512855,,,,,,,,,,0.01494058288811163,-0.010858472682466817,0.05367394757606976,0.05398293165939072,0.025781622522391388,0.02515158245506044,-0.06416986455747181,-0.0005604852640378076,-0.02031315140447987,0.03975939534499072,-0.04994629766715142,-0.056461713116065765,-0.0022451943678714822,-0.021773914576879057,-0.017345668900484328,0.053971990258068814,0.05457170000914789,0.02701605960334195,0.025781436190145654,-0.001934167946994499,0.03759756419370318,0.025805733332084756,-0.01993686266558335,-0.0016735632222012002,-0.004862936212883664,-0.004561578796455585,-0.004239484447724288,-0.004415764659076355,-0.0035712562453966215,-0.003509949612724683,-0.00347889797848266,-0.003540733392501188,-0.0035712562453966384,-0.014968217764993099,-0.003047031470318865,-0.01040143730554265,-0.008687997132989145,-0.0031173135671893884,-0.003384061887857104,-0.006404995689446912,-0.006625903312953136,-0.013028173086761687,-0.0038067877752306634,-0.003219898200478516,-0.03721190692979392,-0.003749267020262877,-0.00046396137678625507,-0.004001728867091265,-0.0038067877752306868,-0.003384061887857125,1.0,-0.003151874457747253,-0.0034475712512398123,-0.002901429266545208,-0.0033840618878571084,-0.0032533840132974116,-0.003286533452336638,-0.0029751106596038073,-0.0029014292665452235,-0.0033840618878571227,-0.0037781347752039586,-0.0026683460184294284,-0.0019140700033647882,-0.01025609248489174,-0.0004639613767862554,-0.0015393427902455421,-0.002367890652682931,-0.0011366742584547848,-0.02527325892690474,-0.0006561642098404312,-0.0017978254711098743,-0.0013922871369919973,-0.0012277929558054583,-0.013510438079983379,-0.0022748308671233794,-0.0025010431975367934,-0.0025438913882691407,-0.0038634685908250062,-0.0029014292665451775,-0.007814487258745088,-0.000463961376786256,-0.004187790058974365,-0.00046396137678625534,-0.0038352308345447933,-0.004290570829077834,-0.0038634685908250036,-0.003509949612724678,-0.004055740768680378,0.030252105604055345,-0.005976954253449449,-0.001539342790245549,0.0017869775723490782,0.0546531761743972,-0.0032533840132973947,-0.0016735632222011874,-0.0013922871369920048,-0.06568658873325077,-0.002274830867123402,-0.0008036628273979191,-0.00046396137678625545,-0.0010375993365228072,-0.0006561642098404316,-0.009158472963164991,-0.0004639613767862557,0.07439419052191514,-0.006068493193887401,-0.05810141315821947,-0.0006561642098404309,-0.002076326028763045,0.00047626212313540576,-0.0006561642098404313,-0.009008297971067227,-0.00811055609117394,-0.0047261657252174235,-0.004632811474995409,-0.0010375993365228096
service_ldap,-0.008255319153308736,-0.00955540604585724,-0.020643283352752992,,,,-0.008052132209053731,,-0.0467477177861751,-0.006032679060975932,,,,,,,,,,0.030863506522090203,-0.013750540510310938,0.06341148724530457,0.06373712045835396,0.018067483421919914,0.017511860827756316,-0.07156436163412042,0.0071962692197002935,-0.02152004118052737,0.03960048792021835,-0.05421618377546947,-0.06099056669086393,0.0007345442622497383,-0.02401240659855172,-0.018376248057693972,0.06344759755451691,0.06438043074720574,0.018986342162354168,0.01803888140820084,-0.014727572129693414,0.03960083421815358,0.027338960145995107,-0.021121395266566194,-0.0017729966300425127,-0.005151863642303354,-0.004832601318252959,-0.00449136999380665,-0.004678123751611716,-0.0037834395522736456,-0.0037184904355120544,-0.0036855938934884135,-0.0037511032087133873,-0.0037834395522736417,-0.015857542340210876,-0.0032280683853719103,-0.011019430306355332,-0.009204187469146538,-0.003302526236291838,-0.0035851231930960014,-0.006785543337819012,-0.007019576009445303,-0.013802231473548754,-0.004032964997816854,-0.0034112058527551088,-0.039422822340229584,-0.003972026693627013,-0.0004915272674491292,-0.004239488357281618,-0.004032964997816871,-0.0035851231930959936,-0.003151874457747253,1.0,-0.0036524059140353384,-0.003073815344200338,-0.003585123193095989,-0.0034466811981107557,-0.003481800184310173,-0.0031518744577472453,-0.003073815344200333,-0.00358512319309602,-0.004002609602924054,-0.002826883643057234,-0.002027792927456701,-0.010865449940516969,-0.0004915272674491295,-0.001630801599473426,-0.0025085769643014284,-0.0012042088419257368,-0.026774849203878587,-0.0006951496766709718,-0.0019046418201577712,-0.0014750087532944055,-0.0013007412831227455,-0.01431314985202804,-0.0024099881067065924,-0.0026496406601186615,-0.0026950346415136237,-0.004093013458313397,-0.0030738153442003368,-0.008278778710876573,-0.0004915272674491299,-0.0044366042246800986,-0.0004915272674491295,-0.004063097978539103,-0.004545491631268132,-0.004093013458313401,-0.0037184904355120904,-0.0042967093324018275,0.02662301649036408,-0.006332070165443756,-0.0016308015994734323,-0.008217789947785048,0.061648509748055184,-0.003446681198110736,-0.0017729966300425075,-0.001475008753294402,-0.06958930437648068,0.027762888352440694,-0.0008514118055204525,-0.0004915272674491297,-0.001099247463486696,-0.0006951496766709722,-0.009702616240974522,-0.0004915272674491296,0.0791393496606827,0.005001656959616824,-0.06155346171789077,-0.0006951496766709717,-0.0021996892636207137,-0.008881729790887232,-0.0006951496766709717,-0.009543518722952029,-0.008592438233978697,-0.005006967046522194,-0.004908066228884689,-0.0010992474634866941
service_link,-0.0090258297155458,-0.01045185790263772,-0.02257995769215939,,,,-0.00880755263129504,,-0.05113341089105732,-0.006598642068682677,,,,,,,,,,0.07483310332152966,-0.014724657709091293,0.04622216065451013,0.04658438174345409,0.0524316979187922,0.051428740017940976,-0.08098457267807535,0.0031606848639729084,-0.02353896960509615,0.042515176521709316,-0.05936545785937488,-0.06693110928932952,0.006968577925926514,-0.025050842177306888,-0.0201002377670711,0.046598649055555455,0.04721892988319609,0.05289110826714296,0.05250077622497671,-0.01665335772152116,0.04643676597551933,0.029903796709431652,-0.02310292369929336,-0.001939332385290647,-0.005635191763382413,-0.005285977470505143,-0.004912733129731354,-0.005117007410036896,-0.004138387364750865,-0.004067344970536776,-0.004031362200897216,-0.004103017349249588,-0.0041383873647508765,-0.017345236246022282,-0.0035309134014172155,-0.012053231065676392,-0.01006768909581865,-0.0036123566028206577,-0.003921465724083697,-0.007422137032775958,-0.007678125753572393,-0.015097103983378213,-0.004411322332193198,-0.003731232124779826,-0.04312132058713159,-0.004344667029629449,-0.0005376404736847477,-0.0046372209224908425,-0.0044113223321932075,-0.003921465724083717,-0.0034475712512398123,-0.0036524059140353384,1.0,-0.0033621889305385073,-0.0039214657240837355,-0.003770035631206068,-0.003808449346224517,-0.0034475712512398015,-0.003362188930538517,-0.003921465724083721,-0.004378119110378577,-0.0030920910426647944,-0.0022180326957450666,-0.01188480485148678,-0.0005376404736847475,-0.0017837971614005717,-0.0027439220500645933,-0.001317183104710098,-0.029286763038635904,-0.0007603659576950343,-0.0020833280230895396,-0.0016133884269043627,-0.0014227718499295512,-0.01565595476788386,-0.002636083963334615,-0.0028982198017081123,-0.0029478724726296848,-0.004477004309335496,-0.0033621889305384847,-0.009055462031122296,-0.000537640473684748,-0.004852829445836655,-0.000537640473684748,-0.004444282273791414,-0.0049719322519944835,-0.0044770043093354805,-0.004067344970536766,-0.004699810150404878,0.057792805836594296,-0.006926120743660604,-0.0017837971614005615,0.007499970923098605,0.04737226976765373,-0.003770035631206061,-0.0019393323852906494,-0.0016133884269043713,-0.07611790646433485,-0.0026360839633346378,-0.0009312880011650164,-0.000537640473684748,-0.0012023746516298989,-0.0007603659576950353,-0.0035756414503601737,-0.0005376404736847474,0.08216367404745183,-0.007032196468408523,-0.06732817181575321,-0.0007603659576950342,-0.0024060556879983834,0.005591996564033231,-0.0007603659576950342,-0.010438855108599255,-0.009398547889718742,-0.005476701523775994,-0.0053685222101065985,-0.0012023746516299065
service_login,-0.007599358704534377,-0.008796141666093847,-0.019002985739455507,,,,-0.007412316680740243,,-0.043033184172434714,-0.005553327550055086,,,,,,,,,,0.012844000578089007,-0.012375494971462038,0.06589845783335725,0.06619625262427299,0.006006421787222744,0.005623487526883216,-0.0619660524800969,0.012936571168804674,-0.019810077141218102,0.03877471659561089,-0.04976394904018914,-0.05608422234763348,-0.00582057503609476,-0.025441598683525034,-0.016916087127122878,0.06624993924440556,0.0668109252414077,0.0064053199512731,0.005947449862408428,-0.006453889898396615,0.034713823008227056,0.025166630253794404,-0.01944310764854683,-0.0016321158665590179,-0.004742501057517635,-0.004448607038855748,-0.004134489657379166,-0.004306404124721304,-0.0034828107503423154,-0.003423022433664537,-0.003392739822134463,-0.003453043824395039,-0.003482810750342321,-0.014597515877663532,-0.0029715688912373838,-0.010143835999853263,-0.008472830772846723,-0.003040110386363308,-0.003300252435832542,-0.006246369991471825,-0.006461806631441775,-0.01270551821712092,-0.003712509121946957,-0.0031401544154356846,-0.036290319313513585,-0.003656412922177505,-0.0004524709401342112,-0.003902622315669953,-0.0037125091219469774,-0.0033002524358325233,-0.002901429266545208,-0.003073815344200338,-0.0033621889305385073,1.0,-0.0033002524358325598,-0.0031728109208376152,-0.0032051393830706382,-0.002901429266545191,-0.002829572661974892,-0.0033002524358325467,-0.0036845657402164392,-0.0026022619381060315,-0.0018666662727491287,-0.010002090779380145,-0.0004524709401342114,-0.0015012195289094083,-0.0023092476299984037,-0.001108523459241169,-0.02464734307437871,-0.000639913690586577,-0.0017533006448617987,-0.001357805846200345,-0.0011973855169832186,-0.013175839467541296,-0.002218492556909162,-0.0024391025277673006,-0.002480889543052935,-0.00376778618422569,-0.0028295726619748853,-0.007620954186150212,-0.0004524709401342119,-0.00408407552842872,-0.00045247094013421154,-0.0037402477623426095,-0.004184310836804064,-0.0037677861842256954,-0.003423022433664558,-0.003955296562090511,-0.01645395984347285,0.06975030341692715,-0.0015012195289094078,-0.007564811536899293,0.06684038968288666,-0.0031728109208375987,-0.0016321158665590202,-0.0013578058462003436,-0.06405979903804748,-0.0022184925569091666,-0.0007837593671750353,-0.0004524709401342119,-0.001011902220247522,-0.0006399136905865773,-0.008931654829850389,-0.0004524709401342118,0.07530491450837305,-0.005918201294374691,-0.05666247741767733,-0.0006399136905865765,-0.0020249038761956215,-0.008175995300030084,-0.0006399136905865771,-0.008785199061635872,-0.00790969059753304,-0.004609117818667828,-0.004518075573608475,-0.0010119022202475202
service_mtp,-0.008863459282187276,-0.010259319161653385,-0.022164001345830724,,,,-0.008645304434794499,,-0.05019145754200611,-0.006477085284430041,,,,,,,,,,0.07659436042508884,-0.015038502780484297,0.06944254797375919,0.0697918145947527,0.017478597462870355,0.016905269150280747,-0.08330206466124451,-0.0010172029788420472,-0.023105346835436337,0.04266272470266148,-0.058893948926395635,-0.0662910649384119,0.0010302436951221483,-0.02955975996963322,-0.01972996154353208,0.06981921056273487,0.07048657693780279,0.018192663269248798,0.017441990419649812,-0.010270185395410303,0.04224999348485878,0.029352924529180556,-0.022677333662280075,-0.0019036070133688979,-0.005531383193420789,-0.005188601944506534,-0.004822233316732213,-0.005022744562555724,-0.004062152146444116,-0.0039924184582438614,-0.003957098544460247,-0.004027433698960889,-0.004062152146444125,-0.017025711330819437,-0.0034658687523174032,-0.011831192715806087,-0.009882227366788206,-0.0035458116494497794,-0.0038492265233495367,-0.007285410287035348,-0.007536683316840613,-0.014818992990730218,-0.004330059247958822,-0.003662497308409437,-0.04232696206075585,-0.0042646318346897015,-0.0005277363406809034,-0.004551796451989641,-0.004330059247958834,-0.0038492265233495307,-0.0033840618878571084,-0.003585123193095989,-0.0039214657240837355,-0.0033002524358325598,1.0,-0.003700585996834679,-0.003738292074386545,-0.0033840618878570737,-0.003300252435832511,-0.003849226523349566,-0.004297467678616635,-0.003035130150683108,-0.002177173251747167,-0.011665869161680723,-0.000527736340680904,-0.0017509369784286543,-0.0026933749460682195,-0.0012929186430521912,-0.028747257531547384,-0.0007463588917370086,-0.0020449500384674075,-0.0015836674249541092,-0.001396562287358407,-0.015367548916924548,-0.00258752339645018,-0.0028448303048316127,-0.0028935683000900093,-0.004394531265900867,-0.003300252435832529,-0.008888647022287819,-0.0005277363406809042,-0.004763433147326735,-0.0005277363406809035,-0.004362412018666115,-0.0048803419035738545,-0.004394531265900852,-0.00399241845824387,-0.004613232693720129,0.026420834479438295,-0.006798531351858064,-0.0017509369784286554,-0.008823165432988403,0.07054830058056945,-0.0037005859968346367,-0.0019036070133689076,-0.0015836674249541122,-0.07471570200522917,-0.002587523396450188,-0.0009141322982745636,-0.0005277363406809054,-0.0011802251315452667,-0.0007463588917370082,-0.0032491086641632193,-0.000527736340680905,0.08534727839368225,-0.006902653004809296,-0.06608788727393244,-0.0007463588917370074,-0.0023617325822893587,-0.009536015373235682,-0.0007463588917370089,-0.010246555952445977,-0.009225412731748234,-0.0053758125785259014,-0.005269626087873544,-0.0011802251315452688
service_name,-0.008516983602275542,-0.009863148400321074,-0.021308122983047226,,,,-0.008311459977290507,,-0.048253279419901686,-0.006226968120911209,,,,,,,,,,0.06492392924117148,-0.015618826963613053,0.06993128323015042,0.07026623535058471,0.012327470773334607,0.01183043159222415,-0.08186958315826999,0.004104568583664008,-0.022213117760347397,0.04347824290246265,-0.056424008191345215,-0.0636283869320956,-0.004482944444848548,-0.027698876294546215,-0.01896807532451517,0.07030762687263153,0.07094363878261178,0.012411893069910102,0.012278525982758996,-0.011167609466402955,0.04075674450513355,0.02821944118381134,-0.021801632844188904,-0.0018300979208205153,-0.005317785031494447,-0.004988240515988514,-0.004636019464461169,-0.004828787830781356,-0.003905289350719175,-0.0038382484767939904,-0.0038042924657449495,-0.003871911579936234,-0.003905289350719196,-0.016368251791571253,-0.003332031849487446,-0.011374323081372073,-0.009500618368193547,-0.003408887696728442,-0.003700585996834632,-0.007004079163919297,-0.007245649113060764,-0.014246747396141037,-0.004162851035463918,-0.003521067458807422,-0.04069247734328779,-0.004099950146705062,-0.0005073574393447491,-0.004376025705033518,-0.0041628510354639004,-0.003700585996834651,-0.0032533840132974116,-0.0034466811981107557,-0.003770035631206068,-0.0031728109208376152,-0.003700585996834679,1.0,-0.003593935357827334,-0.0032533840132974055,-0.0031728109208376317,-0.003700585996834637,-0.004131518011961393,-0.0029179265148611784,-0.002093100210971101,-0.011215383609862071,-0.0005073574393447495,-0.0016833233441597138,-0.002589368422249175,-0.0012429917014501717,-0.027637162433368893,-0.0007175377304039724,-0.0019659828879059643,-0.0015225130194023047,-0.0013426330752310857,-0.014774120458401952,-0.0024876044029368276,-0.0027349752282881373,-0.002781831172377948,-0.004224833422142537,-0.0031728109208376287,-0.00854540581125921,-0.0005073574393447494,-0.004579489903991476,-0.000507357439344749,-0.004193954481704849,-0.004691884148302845,-0.004224833422142537,-0.0038382484767939978,-0.00443508954408455,0.016044725096963867,-0.0065360013932966796,-0.0016833233441597142,0.0002501900286050839,0.07099128564343858,-0.0035576853263631684,-0.0018300979208205161,-0.0015225130194023112,-0.07183050384460646,-0.002487604402936837,-0.0008788324515922287,-0.0005073574393447499,-0.0011346499273075235,-0.0007175377304039725,-0.010015099582395113,-0.000507357439344749,0.08185658266376541,-0.0066361023170903935,-0.06353585810623645,-0.0007175377304039719,-0.0022705326561770814,-0.0010610009621774767,-0.0007175377304039725,-0.009850878155232173,-0.008869167081499764,-0.005168221882766545,-0.0050661358563980335,-0.0011346499273075252
service_netbios_dgm,-0.008608014983076551,-0.009963646196077232,-0.021525236150626455,,,,-0.008396147277261118,,-0.048744942732962454,-0.006290416073329236,,,,,,,,,,0.05693239634522669,-0.014116195114857448,0.06308773364521406,0.06342807051245082,0.02312157868415509,0.022490415044020922,-0.0782261345517086,0.00042312948016764215,-0.022439452119436685,0.043690332384343514,-0.05684463618045372,-0.06413650821627816,-0.0012492793312886305,-0.02655205529224538,-0.01916134523007483,0.0634340054229959,0.0640898058347364,0.022601898549412205,0.023104910089917222,-0.01136290643352105,0.0411350106844653,0.028506975222652164,-0.02202377443459756,-0.0018487451875477438,-0.005371969102604666,-0.0050390667861804,-0.004683256877565079,-0.00487798940279854,-0.003945081195374802,-0.0038773572273684232,-0.003843055231119451,-0.003911363331208022,-0.003945081195374817,-0.016535031477807324,-0.003365982648477019,-0.011490218539165315,-0.009597422240144805,-0.0034436215967022297,-0.0037382920743865462,-0.007075445253603602,-0.007319476611625787,-0.014391910611545494,-0.004205267232280995,-0.0035569443828353366,-0.04110710186702467,-0.004141725432652405,-0.0005125270149121923,-0.004420613985036824,-0.004205267232280972,-0.0037382920743865436,-0.003286533452336638,-0.003481800184310173,-0.003808449346224517,-0.0032051393830706382,-0.003738292074386545,-0.003593935357827334,1.0,-0.0032865334523366195,-0.0032051393830706087,-0.0037382920743865462,-0.004173614949770536,-0.0029476579043098087,-0.0021144272653744653,-0.011329659598726914,-0.0005125270149121932,-0.00170047509272443,-0.0026157520616574316,-0.001255656814902826,-0.02791876350706875,-0.0007248488787821381,-0.001986014716189512,-0.0015380262365069662,-0.0013563134563657692,-0.014924657192919666,-0.002512951146564944,-0.002762842487189443,-0.002810175856709479,-0.004267881171011351,-0.0032051393830706313,-0.008632476814205058,-0.0005125270149121935,-0.004626151325078764,-0.0005125270149121927,-0.004236687598317084,-0.004739690778850507,-0.004267881171011353,-0.003877357227368423,-0.004480279638421435,0.02831722385744989,-0.00660259813652219,-0.0017004750927244272,7.63068359699177e-05,0.06416580941984783,-0.0035939353578273345,-0.001848745187547741,-0.0015380262365069658,-0.07256240050931653,-0.0025129511465649458,-0.0008877870670512849,-0.0005125270149121942,-0.001146211122801938,-0.0007248488787821378,-0.010117145615609014,-0.0005125270149121941,0.08274282589462179,-0.006703719010453198,-0.06418323881705583,-0.0007248488787821366,-0.0022936676084498197,-0.00123559925872071,-0.0007248488787821379,-0.009951250900519903,-0.008959536958617016,-0.005220882022345461,-0.005117755819196686,-0.0011462111228019338
service_netbios_ns,-0.007792343362874477,-0.009019518508933524,-0.01948556402436084,,,,-0.0076005514728939546,,-0.044126006137186584,-0.005694353561512847,,,,,,,,,,0.04600026715624185,-0.012951993546447141,0.059597682209101256,0.059905120428979296,0.01741786219685273,0.016889001019807417,-0.06809501900980901,0.0014051817346927779,-0.02031315140447991,0.0397593953449904,-0.05204782285266628,-0.05850585875307711,0.0028066535274257295,-0.021773914576879064,-0.017345668900484276,0.059922306503658825,0.06051158318375833,0.018300485626429896,0.017391981395840004,-0.008232826130216005,0.037597564193702866,0.025805733332084514,-0.019936862665583338,-0.0016735632222011922,-0.004862936212883621,-0.00456157879645557,-0.0042394844477242795,-0.0044157646590763265,-0.0035712562453965977,-0.0035099496127246753,-0.003478897978482658,-0.003540733392501165,-0.0035712562453966254,-0.014968217764993002,-0.0030470314703188485,-0.010401437305542596,-0.008687997132989093,-0.003117313567189374,-0.003384061887857089,-0.006404995689446878,-0.006625903312953123,-0.013028173086761697,-0.003806787775230635,-0.0032198982004785245,-0.03721190692979367,-0.003749267020262857,-0.00046396137678625247,-0.004001728867091267,-0.0038067877752306434,-0.0033840618878570694,-0.0029751106596038073,-0.0031518744577472453,-0.0034475712512398015,-0.002901429266545191,-0.0033840618878570737,-0.0032533840132974055,-0.0032865334523366195,1.0,-0.0029014292665451957,-0.003384061887857092,-0.0037781347752039334,-0.002668346018429418,-0.0019140700033647756,-0.010256092484891696,-0.00046396137678625295,-0.001539342790245547,-0.002367890652682908,-0.0011366742584547785,-0.025273258926904643,-0.0006561642098404282,-0.0017978254711098459,-0.0013922871369919916,-0.0012277929558054583,-0.013510438079983277,-0.0022748308671233673,-0.0025010431975367705,-0.0025438913882691173,-0.003863468590825002,-0.0029014292665451684,-0.007814487258745072,-0.0004639613767862533,-0.004187790058974338,-0.00046396137678625274,-0.0038352308345447985,-0.004290570829077808,-0.003863468590824976,-0.0035099496127246744,-0.004055740768680345,0.025539714456914216,-0.005976954253449386,-0.0015393427902455484,-0.007756918874717695,0.05761219268124403,-0.0032533840132973803,-0.0016735632222011896,-0.001392287136991998,-0.06568658873325078,0.029679144992001968,-0.000803662827397919,-0.0004639613767862539,-0.0010375993365228048,-0.0006561642098404281,-0.009158472963164887,-0.00046396137678625415,0.07439419052191454,0.006036964004252522,-0.05810141315821939,-0.0006561642098404272,-0.0020763260287630504,-0.00838362356458685,-0.0006561642098404283,-0.0090082979710672,-0.008110556091173888,-0.004726165725217372,-0.004632811474995388,-0.0010375993365228091
service_netbios_ssn,-0.007599358704534395,-0.008794778299005192,-0.019002985739455386,,,,-0.007412316680740201,,-0.0430331841724344,-0.0055533275500551016,,,,,,,,,,0.06997730761329586,-0.01283136202134722,0.05700109440139523,0.05708870153125925,0.018482919267199485,0.014094666625189631,-0.07267674638343981,0.008983497704450992,-0.01981007714121797,0.038774716595610985,-0.049960939250538176,-0.05641832778188777,0.002688418176064249,-0.025441598683525232,-0.016916087127122892,0.05731265061623069,0.05767616246972827,0.019272595354411906,0.014548705372761414,-0.0019335177390368409,0.036766558669047815,0.02516663025379418,-0.019443107648546693,-0.0016321158665590161,-0.004742501057517655,-0.004448607038855733,-0.004134489657379167,-0.004306404124721292,-0.0034828107503423137,-0.0034230224336645318,-0.0033927398221344726,-0.003453043824395016,-0.0034828107503422946,-0.014597515877663572,-0.0029715688912373655,-0.010143835999853234,-0.008472830772846652,-0.003040110386363284,-0.003300252435832512,-0.00624636999147176,-0.006461806631441744,-0.012705518217120898,-0.003712509121946945,-0.0031401544154356924,-0.036290319313513404,-0.003656412922177499,-0.0004524709401342057,-0.0039026223156699525,-0.0037125091219469444,-0.003300252435832519,-0.0029014292665452235,-0.003073815344200333,-0.003362188930538517,-0.002829572661974892,-0.003300252435832511,-0.0031728109208376317,-0.0032051393830706087,-0.0029014292665451957,1.0,-0.0033002524358325333,-0.0036845657402164184,-0.002602261938106022,-0.0018666662727491357,-0.010002090779380192,-0.000452470940134206,-0.0015012195289094022,-0.0023092476299983893,-0.0011085234592411635,-0.024647343074378592,-0.0006399136905865683,-0.0017533006448618095,-0.0013578058462003308,-0.0011973855169832173,-0.013175839467541186,-0.002218492556909175,-0.002439102527767283,-0.0024808895430529277,-0.0037677861842256737,-0.0028295726619748905,-0.007620954186150145,-0.00045247094013420655,-0.004084075528428686,-0.00045247094013420595,-0.003740247762342597,-0.004184310836804064,-0.00376778618422568,-0.003423022433664556,-0.003955296562090504,0.022196924180316702,-0.005828929401257743,-0.0015012195289094098,-0.007564811536899305,0.05773922955051759,-0.0031728109208376226,-0.0016321158665590105,-0.0013578058462003358,-0.061284655436694896,-0.0022184925569091853,-0.0007837593671750382,-0.00045247094013420514,-0.0010119022202475147,-0.0006399136905865694,-0.008931654829850382,-0.00045247094013420487,0.07241056096104952,-0.005918201294374665,-0.05666247741767763,-0.0006399136905865686,-0.0020249038761956163,-0.008175995300030105,-0.0006399136905865677,-0.0003013716718551979,-0.007909690597532984,-0.004609117818667854,-0.004518075573608427,-0.0010119022202475178
